signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.10.user.CheMed123.post.87,1627056354,CheMed123,87,"📻Che-Med held fruit-bearing discussion at ሳይበርኛ radio program on Fana 98.1FM about digital health care and privacy and security of E-commerce.

We discussed in details current trends in digital healthcare, It's benefits, challenges, and opportunities.

You can listen to us at 08:00PM tonight and increase your understanding about the current activities of digital health care and its future.

Che-Med","📻Che-Med held fruit-bearing discussion at ሳይበርኛ radio program on Fana 98.1FM about digital health care and privacy and security of E-commerce. We discussed in details current trends in digital healthcare, It's benefits, challenges, and opportunities. You can listen to us at 08:00PM tonight and increase your understanding about the current activities of digital health care and its future. Che-Med",2023-01-16 13:41:35+00:00,https://t.me/CheMed123/87,,,340,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.11.user.CheMed123.post.86,1627056354,CheMed123,86,"🔵Get GOFEN from Che-Med!

Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798
Website: www.chemeds.org

Che-Med the best way to find your meds!",🔵Get GOFEN from Che-Med! Our pharmacist: https://t.me/CheMedAssistant9798 Our call center: 9798 Website: www.chemeds.org Che-Med the best way to find your meds!,2023-01-16 10:13:42+00:00,https://t.me/CheMed123/86,,,332,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12.user.CheMed123.post.85,1627056354,CheMed123,85,"⚠️Notice!
Dear esteemed customers,
Due to four-days motorbike movement restrictions, we have limited our services to matchmaking,drug information and medical consultation only.

N.B. 
🔅We will make deliveries for whom the medications are urgent.
🔅You can book deliveries starting from Friday, Jan 20.","⚠️Notice! Dear esteemed customers, Due to four-days motorbike movement restrictions, we have limited our services to matchmaking,drug information and medical consultation only. N.B. 🔅We will make deliveries for whom the medications are urgent. 🔅You can book deliveries starting from Friday, Jan 20.",2023-01-16 09:26:09+00:00,https://t.me/CheMed123/85,,,304,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.13.user.CheMed123.post.82,1627056354,CheMed123,82,"Nature's Bounty Supplement Products are here!

Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med the best way to find your meds!",Nature's Bounty Supplement Products are here! Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል። በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን። ለማዘዝ፦ Our pharmacist: https://t.me/CheMedAssistant9798 Our call center: 9798 Che-Med the best way to find your meds!,2023-01-13 12:48:47+00:00,https://t.me/CheMed123/82,,,322,0,0,1,PeerChannel,1655039529,,2023-01-13 12:48:29,2023-01-13,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14.user.CheMed123.post.81,1627056354,CheMed123,81,"Nature's Bounty Supplement Products are here!

Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med the best way to find your meds!",Nature's Bounty Supplement Products are here! Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል። በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን። ለማዘዝ፦ Our pharmacist: https://t.me/CheMedAssistant9798 Our call center: 9798 Che-Med the best way to find your meds!,2023-01-13 09:44:14+00:00,https://t.me/CheMed123/81,,,1640,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.15.user.CheMed123.post.80,1627056354,CheMed123,80,"ስለ Nature Made Vitamin supplement tiktok ላይ እንንገርዎ።

ለማየት፡ https://vm.tiktok.com/ZMFw4DarV/

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!",ስለ Nature Made Vitamin supplement tiktok ላይ እንንገርዎ። ለማየት፡ https://vm.tiktok.com/ZMFw4DarV/ በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን። ለማዘዝ፦ Our pharmacist: https://t.me/CheMedAssistant9798 Our call center: 9798 Follow our channel and stay tuned https://t.me/CheMeds Che-Med the best way to find your meds!,2023-01-06 16:06:21+00:00,https://t.me/CheMed123/80,,,1028,0,4,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.16.user.CheMed123.post.79,1627056354,CheMed123,79,"🎄Che-Med ለመላው ክርስትያን ቤተሰቦቻችን መልካም የገና በዓል እንዲሆንልዎ ይመኛል።

መልካም በዓል!!",🎄Che-Med ለመላው ክርስትያን ቤተሰቦቻችን መልካም የገና በዓል እንዲሆንልዎ ይመኛል። መልካም በዓል!!,2023-01-06 09:31:17+00:00,https://t.me/CheMed123/79,,,298,0,0,1,PeerUser,376955035,,2023-01-06 09:20:46,2023-01-06,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.17.user.CheMed123.post.78,1627056354,CheMed123,78,,,2023-01-06 06:05:01+00:00,https://t.me/CheMed123/78,,,822,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.18.user.CheMed123.post.77,1627056354,CheMed123,77,"Nature Made Vitamin supplements

Che-Med በደምበኞቻችን ፍላጎት መሰረት Nature made vitamin supplement ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!",Nature Made Vitamin supplements Che-Med በደምበኞቻችን ፍላጎት መሰረት Nature made vitamin supplement ይዞላችሁ መጧል። በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን። ለማዘዝ፦ Our pharmacist: https://t.me/CheMedAssistant9798 Our call center: 9798 Follow our channel and stay tuned https://t.me/CheMeds Che-Med the best way to find your meds!,2023-01-04 05:58:02+00:00,https://t.me/CheMed123/77,,,13559,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.19.user.CheMed123.post.76,1627056354,CheMed123,76,"በwww.chemeds.org መድሃኒትዎን የሚያዙበትን መንገድ የሚያሳይ tiktok ቪዲዮ።

👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMFTkBoWk/",በwww.chemeds.org መድሃኒትዎን የሚያዙበትን መንገድ የሚያሳይ tiktok ቪዲዮ። 👇👇👇👇👇👇👇👇👇👇👇 https://vm.tiktok.com/ZMFTkBoWk/,2023-01-03 17:49:48+00:00,https://t.me/CheMed123/76,,,296,0,1,1,PeerChannel,1655039529,,2023-01-03 17:49:01,2023-01-03,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.20.user.CheMed123.post.75,1627056354,CheMed123,75,✨በChe-Med የጥሪ ማዕከል 9798 ላይ ደውለው  በመመዝገብ በየወሩ የሚያስፈልግዎትን ኢንሱሊን ቤትዎ በር ድረስ ያስመጡ።,✨በChe-Med የጥሪ ማዕከል 9798 ላይ ደውለው በመመዝገብ በየወሩ የሚያስፈልግዎትን ኢንሱሊን ቤትዎ በር ድረስ ያስመጡ።,2023-01-03 05:48:34+00:00,https://t.me/CheMed123/75,,,1161,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.21.user.CheMed123.post.74,1627056354,CheMed123,74,,,2023-01-02 07:02:55+00:00,https://t.me/CheMed123/74,,,869,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.22.user.CheMed123.post.73,1627056354,CheMed123,73,,,2023-01-02 06:58:48+00:00,https://t.me/CheMed123/73,,,824,0,1,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5877652861856256370,3.0,Open www.chemeds.org ON YOUR BROWSER.gif.mp4,,,,,,,,,,,,,,,
msg_iteration.23.user.CheMed123.post.71,1627056354,CheMed123,71,"Che-Med at Smart city symposium, National science museum.
 
Like share and subscribe our tiktok vlog.
👇👇👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMFcHq5Xk/","Che-Med at Smart city symposium, National science museum. Like share and subscribe our tiktok vlog. 👇👇👇👇👇👇👇👇👇👇👇👇👇 https://vm.tiktok.com/ZMFcHq5Xk/",2022-12-30 15:45:35+00:00,https://t.me/CheMed123/71,,,14903,0,4,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.24.user.CheMed123.post.70,1627056354,CheMed123,70,"Buy you Power Plus supplement from Che-Med.

For more information please watch our tiktok video by pressing the link below.
👇👇👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMFv4PRtp/",Buy you Power Plus supplement from Che-Med. For more information please watch our tiktok video by pressing the link below. 👇👇👇👇👇👇👇👇👇👇👇👇👇 https://vm.tiktok.com/ZMFv4PRtp/,2022-12-28 17:02:08+00:00,https://t.me/CheMed123/70,,,354,0,1,1,PeerUser,376955035,,2022-12-28 17:02:00,2022-12-28,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.25.user.CheMed123.post.67,1627056354,CheMed123,67,"Order your Power plus Vitamin and mineral supplement from Che-Med.

Call center: 9798
Website: www.chemeds.org",Order your Power plus Vitamin and mineral supplement from Che-Med. Call center: 9798 Website: www.chemeds.org,2022-12-28 06:31:50+00:00,https://t.me/CheMed123/67,,,1066,0,6,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.26.user.CheMed123.post.64,1627056354,CheMed123,64,"Che-Med

✨Che-Med የመድሀኒትና የህክምና እቃዎች  አፋላጊ እና አቅራቢ ድርጅት ነው፡፡ ከ100 በላይ አጋር ፋርማሲዎች ጋር በመተባበር መድሀኒቶችን ከአጋር ፋርማሲዎች ማሰባሰብ (Pharmaceutical product aggregation), መድሀኒት ፈልጎ ማግኘት(Matchmaking), እና ደንበኞች የፈለጉት ቦታ መድሀኒት/የህክምና እቃዎችን ማድረስ (Delivery) አገልግሎቶችን በቴክኖሎጂ በመታገዝ ይሰጣል፡፡  

✨ደንበኞች በዌብሳይታችን www.chemeds.org  ወይንም በጥሪ ማዕከላችን 9798 በመደወል ስለመድሃኒት መረጃ ማግኘት ይችላሉ፤ መድሃኒት ማዘዝ ይችላሉ አንዲሁም ስለጤናቸው አጠቃላይ የማማከር አገልግሎት ያገኛሉ፡፡

✨ወደ ቴሌግራም ግሩፓችን ለመቀላቀል ከታች ያለውን ሊንክ ይጫኑ።","Che-Med ✨Che-Med የመድሀኒትና የህክምና እቃዎች አፋላጊ እና አቅራቢ ድርጅት ነው፡፡ ከ100 በላይ አጋር ፋርማሲዎች ጋር በመተባበር መድሀኒቶችን ከአጋር ፋርማሲዎች ማሰባሰብ (Pharmaceutical product aggregation), መድሀኒት ፈልጎ ማግኘት(Matchmaking), እና ደንበኞች የፈለጉት ቦታ መድሀኒት/የህክምና እቃዎችን ማድረስ (Delivery) አገልግሎቶችን በቴክኖሎጂ በመታገዝ ይሰጣል፡፡ ✨ደንበኞች በዌብሳይታችን www.chemeds.org ወይንም በጥሪ ማዕከላችን 9798 በመደወል ስለመድሃኒት መረጃ ማግኘት ይችላሉ፤ መድሃኒት ማዘዝ ይችላሉ አንዲሁም ስለጤናቸው አጠቃላይ የማማከር አገልግሎት ያገኛሉ፡፡ ✨ወደ ቴሌግራም ግሩፓችን ለመቀላቀል ከታች ያለውን ሊንክ ይጫኑ።",2022-12-27 17:06:32+00:00,https://t.me/CheMed123/64,,,13554,0,10,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.27.user.CheMed123.post.62,1627056354,CheMed123,62,"💥የምስራች ከChe-Med

።።።።።።Che-Med አስታዋሽ።።።።።።

Che-Med አስታዋሽ ለረጅም ጊዜ የሚወስዱትን እንደ የደም ግፊትና ስኳር ህመም መድሀኒቶች በየሳምንት፣ በየወሩ እንዲሁም በፈለጉት ጊዜ አስታውሶ በርዎ ድረስ ያመጣል።

ከታች ያለውን የTikTok ሊንክ በመጫን ስለአገልግሎታችን ይወቁ።

👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMF7kJA7F/",💥የምስራች ከChe-Med ።።።።።።Che-Med አስታዋሽ።።።።።። Che-Med አስታዋሽ ለረጅም ጊዜ የሚወስዱትን እንደ የደም ግፊትና ስኳር ህመም መድሀኒቶች በየሳምንት፣ በየወሩ እንዲሁም በፈለጉት ጊዜ አስታውሶ በርዎ ድረስ ያመጣል። ከታች ያለውን የTikTok ሊንክ በመጫን ስለአገልግሎታችን ይወቁ። 👇👇👇👇👇👇👇👇👇👇👇 https://vm.tiktok.com/ZMF7kJA7F/,2022-12-25 15:46:05+00:00,https://t.me/CheMed123/62,,,1935,0,5,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5857493728477844146,6.0,,,,,,,,,,,,,,,,
msg_iteration.28.user.CheMed123.post.60,1627056354,CheMed123,60,"ቀጠሮ ያስይዙ!
በ ጥሪ ማዕከላችን 9798 በመደወል የዕንቅርት ህመም መቆጣጠርያ መድሃኒት በየወሩ ለማስመጣት Che-Med ላይ ይመዝገቡ። እኛ ወሩን ጠብቀን መድሃኒትዎን በርዎ ድረስ እናደርሳለን።

Che-Med is the best way to find your meds!

*****
Follow our telegram channel
https://t.me/CheMed123
👆👆👆👆👆👆👆👆👆",ቀጠሮ ያስይዙ! በ ጥሪ ማዕከላችን 9798 በመደወል የዕንቅርት ህመም መቆጣጠርያ መድሃኒት በየወሩ ለማስመጣት Che-Med ላይ ይመዝገቡ። እኛ ወሩን ጠብቀን መድሃኒትዎን በርዎ ድረስ እናደርሳለን። Che-Med is the best way to find your meds! ***** Follow our telegram channel https://t.me/CheMed123 👆👆👆👆👆👆👆👆👆,2022-12-23 06:26:15+00:00,https://t.me/CheMed123/60,,,336,0,0,1,PeerUser,376955035,,2022-12-23 06:25:47,2022-12-23,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.29.user.CheMed123.post.59,1627056354,CheMed123,59,"ቀጠሮ ያስይዙ!
በ ጥሪ ማዕከላችን 9798 በመደወል የግፊት መድሃኒትዎን በየወሩ ለማስመጣት Che-Med ላይ ይመዝገቡ። እኛ ወሩን ጠብቀን መድሃኒትዎን በርዎ ድረስ እናደርሳለን።

Che-Med is the best way to find your meds!

*****
Follow our telegram channel
https://t.me/CheMed123
👆👆👆👆👆👆👆👆👆",ቀጠሮ ያስይዙ! በ ጥሪ ማዕከላችን 9798 በመደወል የግፊት መድሃኒትዎን በየወሩ ለማስመጣት Che-Med ላይ ይመዝገቡ። እኛ ወሩን ጠብቀን መድሃኒትዎን በርዎ ድረስ እናደርሳለን። Che-Med is the best way to find your meds! ***** Follow our telegram channel https://t.me/CheMed123 👆👆👆👆👆👆👆👆👆,2022-12-22 06:40:25+00:00,https://t.me/CheMed123/59,,,7245,0,11,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
